lb	mle	ub	ce	Z	cZ
Csrp1	-3.17058783349327	-1.02829875680863	0.385612033803236	0	-1.40802224993629	-1.06070281095637
Cdk19	-3.34197095962804	-1.11399031987602	0.42845781533693	0	-1.40729373230322	-1.06015646467598
1700017B05Rik	-3.08489627042589	-1.07114453834232	0.385612033803236	0	-1.40721511253064	-1.06015646467598
Srm	-2.35651798435311	-0.942607193741243	0.342766252269544	0	-1.40683844634331	-1.05991506800103
Fam103a1	-2.44220954742049	-1.02829875680863	0.385612033803236	0	-1.40473944007159	-1.05763751560593
Mex3d	-2.9992047073585	-1.1996818829434	0.42845781533693	0	-1.4042632340251	-1.05727848918273
Nadk	-2.09944329515095	-0.856915630673857	0.299920470735851	0	-1.40395399815635	-1.05711685473731
Hsbp1	-2.01375173208356	-0.814069849140163	0.299920470735851	0	-1.40355527335174	-1.05688310560093
Akap12	-2.05659751361726	-0.814069849140163	0.299920470735851	0	-1.40341132550541	-1.05688310560093
Ranbp9	-2.78497579969004	-1.02829875680863	0.385612033803236	0	-1.40322864998524	-1.05687097997561
Smg7	-2.9992047073585	-0.985452975274935	0.385612033803236	0	-1.40295418183783	-1.05681360865868
Gng2	-0.514149378404313	1.15683610140971	2.57074689202158	0	1.40283539478735	1.05681360865868
Ankrd46	-3.17058783349327	-0.899761412207549	0.342766252269544	0	-1.40242887029285	-1.05653680800016
Scamp4	-2.61359267355527	-0.985452975274935	0.342766252269544	0	-1.40213038584007	-1.05638766444075
r_(TCTA)n	-2.91351314429112	-1.11399031987602	0.42845781533693	0	-1.40122509400088	-1.05552143077947
Wdr33	-0.514149378404313	1.1996818829434	2.69928423662265	0	1.40031815444869	1.0546532384851
Atic	-0.385612033803232	0.942607193741247	2.14228907668465	0	1.3966462567718	1.0505166199869
Vps29	-2.44220954742049	-0.942607193741243	0.342766252269544	0	-1.3960091613204	-1.0499673415641
Nsmce4a	-0.471303596870618	1.11399031987602	2.4422095474205	0	1.39491863394049	1.04888193967644
Pvrl3	-2.82782158122373	-1.15683610140971	0.42845781533693	0	-1.39451675858862	-1.04861077839188
2610029G23Rik	-0.428457815336927	0.942607193741247	2.09944329515095	0	1.3939023709971	1.04808834307291
Cetn3	-2.22798063975203	-0.856915630673857	0.342766252269544	0	-1.39265057494003	-1.0468122410279
Ddx24	-2.27082642128572	-0.899761412207549	0.342766252269544	0	-1.39222281059841	-1.04651047442076
Ciapin1	-0.428457815336927	0.985452975274938	2.35651798435311	0	1.39201135388074	1.04646444215268
Pip4k2b	-2.57074689202157	-0.942607193741243	0.342766252269544	0	-1.39162103323088	-1.04620690690462
Rhbdd1	-2.91351314429112	-1.07114453834232	0.42845781533693	0	-1.39073994031726	-1.04536913746721
Suv420h2	-0.471303596870618	1.02829875680863	2.35651798435311	0	1.39038275735133	1.04533060948849
Elovl5	-0.642686723005391	1.45675657214556	2.9992047073585	0	1.3903624408817	1.04533060948849
Mospd3	-3.42766252269544	-1.1996818829434	0.471303596870622	0	-1.39004663703404	-1.0452838109284
Cars	-0.514149378404313	1.24252766447709	2.48505532895419	0	1.3899780992261	1.0452838109284
Prpf4b	-2.14228907668465	-0.856915630673857	0.342766252269544	0	-1.38871626230566	-1.0439960538827
1810055G02Rik	-2.69928423662265	-1.07114453834232	0.385612033803236	0	-1.38820893507965	-1.043600126778
2500003M10Rik	-2.18513485821834	-0.856915630673857	0.299920470735851	0	-1.3876084394718	-1.04309406843509
Mllt6	-0.642686723005391	1.49960235367925	3.0420504888922	0	1.38627748558012	1.04183289981961
Pop4	-2.61359267355527	-0.985452975274935	0.385612033803236	0	-1.38619674936862	-1.04183289981961
Ube2g1	-2.48505532895419	-0.856915630673857	0.342766252269544	0	-1.38599344554695	-1.04179630062504
Rfc2	-0.471303596870618	1.11399031987602	2.4422095474205	0	1.38496697796504	1.04078675317039
Ehd4	-2.61359267355527	-0.942607193741243	0.342766252269544	0	-1.38466215594269	-1.04063015466781
Mdp1	-2.65643845508896	-1.02829875680863	0.385612033803236	0	-1.38441309699393	-1.04053943216134
Acot13	-0.385612033803232	0.942607193741247	2.18513485821834	0	1.38392853898242	1.04017036624023
Gusb	-2.91351314429112	-0.942607193741243	0.385612033803236	0	-1.38288007058709	-1.03913485312123
Ercc5	-2.82782158122373	-0.942607193741243	0.385612033803236	0	-1.38174781872879	-1.03800028673997
Plau	-0.385612033803232	0.899761412207552	2.14228907668465	0	1.3812170386007	1.03757660870618
Pxn	-2.9992047073585	-1.07114453834232	0.385612033803236	0	-1.38047063725739	-1.0368980792436
Slc35e1	-2.48505532895419	-0.942607193741243	0.385612033803236	0	-1.38010612728018	-1.03667091018448
Rfwd2	-2.44220954742049	-0.899761412207549	0.385612033803236	0	-1.37957697468062	-1.03624914132284
Sh3glb2	-3.21343361502697	-0.985452975274935	0.42845781533693	0	-1.37871672454717	-1.03543605873924
Ppp6r3	-0.428457815336927	1.02829875680863	2.31367220281942	0	1.37623799939658	1.03274661505888
Wdr6	-2.74213001815634	-0.942607193741243	0.385612033803236	0	-1.37609670656571	-1.03274661505888
Agpat4	-2.57074689202157	-0.942607193741243	0.385612033803236	0	-1.37531515441699	-1.03202651430457
Gpaa1	-3.17058783349327	-1.15683610140971	0.471303596870622	0	-1.37493904085386	-1.03178568519595
Glo1	-0.342766252269541	0.771224067606475	1.8423686059488	0	1.37422088165702	1.03114052260373
Ube2b	-2.05659751361726	-0.814069849140163	0.342766252269544	0	-1.37218697321572	-1.02893986599265
Oxct1	-2.22798063975203	-0.899761412207549	0.342766252269544	0	-1.37110027084987	-1.02797707612184
Eif3d	-0.385612033803232	0.814069849140166	1.88521438748249	0	1.3710277020928	1.02797707612184
Frg1	-0.428457815336927	0.942607193741247	2.09944329515095	0	1.37061913297218	1.02769792238277
Tgfbi	-2.87066736275743	-1.15683610140971	0.471303596870622	0	-1.37034474996591	-1.02757738679138
r_L2b	-2.22798063975203	-0.856915630673857	0.342766252269544	0	-1.37012018385629	-1.02751570828249
Nudcd1	-0.728378286072777	2.87066736275743	4.49880706103774	0	1.36943306991739	1.02690723879933
Mrps26	-2.61359267355527	-0.985452975274935	0.385612033803236	0	-1.36905385489885	-1.0267211566188
Pck2	-2.48505532895419	-1.02829875680863	0.471303596870622	0	-1.36893096595275	-1.0267211566188
Ganab	-2.05659751361726	-0.814069849140163	0.299920470735851	0	-1.36852630377392	-1.02665008789545
Mkl2	-2.48505532895419	-0.942607193741243	0.385612033803236	0	-1.36852630230466	-1.02665008789545
Pan3	-2.82782158122373	-1.02829875680863	0.42845781533693	0	-1.36827163874476	-1.02655265090695
Tagln2	-1.97090595054987	-0.814069849140163	0.299920470735851	0	-1.36786582640189	-1.02627658117526
Sdad1	-0.428457815336927	0.942607193741247	2.22798063975203	0	1.36678297478388	1.02520507327851
Snrnp25	-0.471303596870618	1.02829875680863	2.27082642128573	0	1.36661467753646	1.02520507327851
Cab39	-2.31367220281942	-0.899761412207549	0.342766252269544	0	-1.36596727469856	-1.02480523819091
Atp6v1c1	-2.31367220281942	-0.942607193741243	0.385612033803236	0	-1.36593200817644	-1.02480523819091
Rc3h1	-2.87066736275743	-0.942607193741243	0.385612033803236	0	-1.36431662757092	-1.02309996094028
Dcaf8	-2.27082642128572	-0.814069849140163	0.342766252269544	0	-1.36295404381305	-1.02169327840972
Hmg20b	-2.3993637658868	-0.899761412207549	0.342766252269544	0	-1.36261189478525	-1.02149246701342
r_MER58C	-3.21343361502697	-0.985452975274935	0.42845781533693	0	-1.3617895003183	-1.0208922758314
Dynlt1b	-0.385612033803232	0.814069849140166	1.88521438748249	0	1.36175960068618	1.0208922758314
r_IAPLTR1a_Mm	-2.14228907668465	-0.856915630673857	0.342766252269544	0	-1.36136494813729	-1.02062937516267
r_RMER15	-0.342766252269541	0.771224067606475	1.88521438748249	0	1.36100341435048	1.02040558955266
Cul7	-2.9992047073585	-0.985452975274935	0.42845781533693	0	-1.36039890975268	-1.01989472227194
Idi1	-2.48505532895419	-0.899761412207549	0.385612033803236	0	-1.35980800375377	-1.01939992045221
Itgb3	-2.82782158122373	-1.02829875680863	0.42845781533693	0	-1.35926771485734	-1.01896491909393
Ctnnd1	-1.92806016901618	-0.814069849140163	0.342766252269544	0	-1.35900431105234	-1.01885702596278
Actg2	-2.9992047073585	-1.15683610140971	0.471303596870622	0	-1.35822090243392	-1.01813831085894
Bcl2l2	-2.78497579969004	-0.899761412207549	0.385612033803236	0	-1.35804901381212	-1.01813831085894
Fam108c	-2.74213001815634	-0.942607193741243	0.385612033803236	0	-1.35787981844071	-1.01813831085894
Arsa	-2.61359267355527	-0.856915630673857	0.385612033803236	0	-1.35680335223355	-1.01706992494786
Aldh3a2	-2.61359267355527	-0.899761412207549	0.385612033803236	0	-1.35661367093694	-1.01704904102887
Nagk	-2.95635892582481	-0.899761412207549	0.385612033803236	0	-1.35643794724692	-1.01704459822202
Med22	-2.69928423662265	-0.856915630673857	0.385612033803236	0	-1.35409310299328	-1.01454124560005
Naa35	-0.471303596870618	1.02829875680863	2.18513485821834	0	1.35397463355963	1.01454124560005
4931406P16Rik	-3.21343361502697	-1.07114453834232	0.42845781533693	0	-1.35261863685172	-1.01314259102823
Mrps14	-0.385612033803232	0.856915630673861	2.01375173208357	0	1.35188697484413	1.01248149561038
r_RLTR10C	-0.471303596870618	1.02829875680863	2.31367220281942	0	1.35069689233692	1.01127878629798
Gstp1	-2.09944329515095	-0.814069849140163	0.342766252269544	0	-1.34977144471396	-1.01038872011885
Krcc1	-2.52790111048788	-0.899761412207549	0.385612033803236	0	-1.34853142430739	-1.0092758452276
Itgb1bp1	-2.78497579969004	-0.899761412207549	0.385612033803236	0	-1.34842492496923	-1.0092758452276
Gpd2	-0.514149378404313	1.07114453834232	2.3993637658868	0	1.34831315605506	1.0092758452276
Rnf115	-2.9992047073585	-1.07114453834232	0.471303596870622	0	-1.34623796518785	-1.0071033658068
Nup88	-0.471303596870618	1.07114453834232	2.31367220281942	0	1.3461162991116	1.0071033658068
Dlst	-2.52790111048788	-1.02829875680863	0.42845781533693	0	-1.34595803330846	-1.0071033658068
Ell2	-2.44220954742049	-0.856915630673857	0.385612033803236	0	-1.34528748272676	-1.00659693496953
Mmadhc	-2.3993637658868	-0.856915630673857	0.385612033803236	0	-1.34518516803709	-1.00659693496953
Srsf12	-2.82782158122373	-0.985452975274935	0.42845781533693	0	-1.34456293604846	-1.0060651300516
Ngdn	-0.471303596870618	0.985452975274938	2.27082642128573	0	1.3441427292349	1.00577199069966
Ndfip1	-2.95635892582481	-0.856915630673857	0.385612033803236	0	-1.34247792381215	-1.0040084566699
Tbrg4	-0.471303596870618	0.942607193741247	2.22798063975203	0	1.34052118886803	1.00189976247829
Zmynd11	-3.08489627042589	-0.899761412207549	0.42845781533693	0	-1.33987957882946	-1.00141041012975
Copz2	-2.61359267355527	-0.899761412207549	0.385612033803236	0	-1.3397581182756	-1.00141041012975
Spin1	-2.57074689202157	-0.985452975274935	0.42845781533693	0	-1.33959046456549	-1.00141041012975
Cdca4	-0.685532504539085	1.75667704288141	3.08489627042589	0	1.33916338273358	1.0011921039254
Smcr7l	-2.61359267355527	-0.899761412207549	0.385612033803236	0	-1.33906144083264	-1.0011921039254
Aars	-2.27082642128572	-0.856915630673857	0.385612033803236	0	-1.33666637738406	-0.998565614690046
Psmd11	-0.428457815336927	0.856915630673861	2.01375173208357	0	1.3355628747094	0.997643080555821
Cir1	-0.985452975274935	2.01375173208357	3.34197095962804	0	1.33554124579765	0.997643080555821
Snx17	-2.65643845508896	-0.942607193741243	0.42845781533693	0	-1.33530104480731	-0.997562724510605
Maea	-2.91351314429112	-0.985452975274935	0.471303596870622	0	-1.33417940676503	-0.996440836164498
Rpf2	-0.814069849140163	1.37106500907817	2.87066736275743	0	1.3334571302011	0.995898818910465
Kpna2	-0.428457815336927	0.899761412207552	2.18513485821834	0	1.33325102722928	0.995898818910465
Cyfip1	-2.31367220281942	-0.899761412207549	0.42845781533693	0	-1.3332041564105	-0.995898818910465
Nde1	-2.61359267355527	-0.899761412207549	0.385612033803236	0	-1.33218548611896	-0.994898649462639
Prosc	-2.61359267355527	-0.856915630673857	0.385612033803236	0	-1.33182324077694	-0.994674050989548
Prr14	-2.74213001815634	-0.899761412207549	0.385612033803236	0	-1.331449452876	-0.994435798581226
Cks1b	-0.428457815336927	0.814069849140166	2.05659751361726	0	1.3308225365364	0.993898488109529
Kctd17	-2.61359267355527	-0.942607193741243	0.385612033803236	0	-1.33021252707835	-0.993485211422738
Cpped1	-2.57074689202157	-0.899761412207549	0.385612033803236	0	-1.33012852841299	-0.993485211422738
Cask	-2.82782158122373	-1.02829875680863	0.42845781533693	0	-1.32968331117382	-0.99316253202717
Rpl30	-0.342766252269541	0.642686723005394	1.62813969828033	0	1.32928234104491	0.992892108329104
Arhgap21	-2.61359267355527	-0.899761412207549	0.385612033803236	0	-1.32881341989882	-0.99254141202438
0610010K14Rik	-0.514149378404313	1.02829875680863	2.27082642128573	0	1.32679107986971	0.99054691380783
Gjc1	-0.685532504539085	2.4422095474205	4.54165284257145	0	1.32678082704774	0.99054691380783
Fos	-2.69928423662265	-0.856915630673857	0.385612033803236	0	-1.32351371816806	-0.986890209894669
Sulf2	-2.95635892582481	-0.899761412207549	0.42845781533693	0	-1.32278182296451	-0.986228876886219
r_ID	-2.69928423662265	-0.942607193741243	0.42845781533693	0	-1.32184647336329	-0.985327105837008
Mkl1	-2.82782158122373	-1.02829875680863	0.471303596870622	0	-1.32068316088742	-0.984155901765943
Ddx6	-1.84236860594879	-0.728378286072777	0.299920470735851	0	-1.31965042164351	-0.983138990954688
Yeats2	-2.74213001815634	-0.942607193741243	0.42845781533693	0	-1.31846138976889	-0.981937315496242
Plekha2	-2.61359267355527	-0.942607193741243	0.42845781533693	0	-1.31822211362015	-0.981858263186847
Fermt2	-2.35651798435311	-0.942607193741243	0.42845781533693	0	-1.31800812250794	-0.981809060531619
Gxylt1	-2.74213001815634	-0.985452975274935	0.471303596870622	0	-1.31526171231195	-0.9789248219463
Mll5	-2.44220954742049	-0.899761412207549	0.42845781533693	0	-1.31522321607372	-0.9789248219463
Adrm1	-0.385612033803232	0.814069849140166	1.97090595054988	0	1.3134909481455	0.977080797979215
BC004004	-2.14228907668465	-0.856915630673857	0.385612033803236	0	-1.3128465594561	-0.976522922101245
Rsl24d1	-0.471303596870618	0.899761412207552	2.18513485821834	0	1.31218544192176	0.975945269432159
Spty2d1	-2.91351314429112	-1.07114453834232	0.514149378404316	0	-1.31184735246006	-0.97574953515809
Jagn1	-2.31367220281942	-0.856915630673857	0.385612033803236	0	-1.31120517702631	-0.975194280724086
Slc30a5	-2.91351314429112	-0.942607193741243	0.42845781533693	0	-1.31092787921618	-0.975078250710024
Dip2a	-3.34197095962804	-0.899761412207549	0.42845781533693	0	-1.31076205365501	-0.975078250710024
H2-D1	-2.74213001815634	-0.985452975274935	0.42845781533693	0	-1.31052255972675	-0.9749989839758
Pqlc3	-2.78497579969004	-0.985452975274935	0.42845781533693	0	-1.31013992459253	-0.974756176308065
Brp44l	-0.428457815336927	0.899761412207552	2.05659751361726	0	1.30997235112915	0.974756176308065
r_ORR1C2	-0.428457815336927	0.814069849140166	2.01375173208357	0	1.30763038751236	0.972211810824295
Mast4	-2.44220954742049	-0.856915630673857	0.385612033803236	0	-1.30747487245044	-0.972211810824295
Lmbrd1	-2.82782158122373	-0.899761412207549	0.42845781533693	0	-1.30696066938244	-0.971883832770346
Nudt21	-0.556995159938004	1.1996818829434	2.61359267355527	0	1.30685254284043	0.971883832770346
Tjp2	-0.514149378404313	1.07114453834232	2.61359267355527	0	1.30400594720876	0.968881373923894
Mark3	-2.18513485821834	-0.856915630673857	0.385612033803236	0	-1.30396761184948	-0.968881373923894
Pigp	-0.428457815336927	0.856915630673861	2.05659751361726	0	1.30347115593912	0.968498419197404
5730494N06Rik	-2.74213001815634	-0.942607193741243	0.42845781533693	0	-1.30194867946784	-0.96690246339582
Phf13	-2.57074689202157	-0.899761412207549	0.42845781533693	0	-1.30132085763608	-0.966364222745806
Setx	-0.514149378404313	1.11399031987602	2.61359267355527	0	1.30102051057904	0.966247534387694
Vps37a	-2.3993637658868	-0.856915630673857	0.385612033803236	0	-1.30087706115191	-0.966247534387694
Mea1	-2.22798063975203	-0.814069849140163	0.385612033803236	0	-1.30053675930092	-0.966049173452266
G2e3	-0.514149378404313	1.02829875680863	2.3993637658868	0	1.30013823776675	0.965797674353428
Ckb	-0.428457815336927	0.814069849140166	1.92806016901618	0	1.29997907122938	0.965797674353428
Zfp260	-2.52790111048788	-0.899761412207549	0.42845781533693	0	-1.29979453007788	-0.965783335232946
Eda2r	-2.87066736275743	-0.942607193741243	0.42845781533693	0	-1.29729548935839	-0.96303330442639
Mrps24	-2.57074689202157	-0.899761412207549	0.42845781533693	0	-1.29661416900061	-0.962431837297633
AI413582	-2.3993637658868	-0.856915630673857	0.385612033803236	0	-1.29640140566666	-0.962384270410371
Stat6	-2.65643845508896	-0.985452975274935	0.471303596870622	0	-1.29520592666708	-0.961313143326146
Ntan1	-2.57074689202157	-0.899761412207549	0.42845781533693	0	-1.2951502551403	-0.961313143326146
Rab18	-2.14228907668465	-0.771224067606471	0.385612033803236	0	-1.29483125510501	-0.961139964485208
Hnrnpa2b1	-0.342766252269541	0.685532504539089	1.71383126134772	0	1.29413795084148	0.960524349720776
Cd59a	-2.48505532895419	-0.899761412207549	0.42845781533693	0	-1.29364904670642	-0.960480493938829
r_L1ME3	-2.9992047073585	-1.02829875680863	0.471303596870622	0	-1.29359462312662	-0.960480493938829
Rnf26	-2.57074689202157	-0.856915630673857	0.42845781533693	0	-1.29358356839776	-0.960480493938829
Skap2	-2.52790111048788	-0.856915630673857	0.42845781533693	0	-1.29307560751045	-0.960135162009232
Zfp259	-2.69928423662265	-0.985452975274935	0.471303596870622	0	-1.2929466383915	-0.960135162009232
Phf5a	-0.471303596870618	0.899761412207552	2.14228907668465	0	1.29134025017824	0.95911055162954
Supt6h	-2.27082642128572	-0.814069849140163	0.385612033803236	0	-1.29131782583661	-0.95911055162954
Pacsin2	-2.52790111048788	-0.899761412207549	0.42845781533693	0	-1.2913026485544	-0.95911055162954
Sec24a	-3.25627939656066	-0.899761412207549	0.471303596870622	0	-1.29129858194217	-0.95911055162954
Pvt1	-2.95635892582481	-0.985452975274935	0.471303596870622	0	-1.29121809483709	-0.95911055162954
Wdfy3	-2.3993637658868	-0.899761412207549	0.42845781533693	0	-1.29052933541202	-0.958500354113255
Tmem183a	-2.44220954742049	-0.856915630673857	0.42845781533693	0	-1.28974492482856	-0.957777170433159
Zfx	-2.69928423662265	-0.942607193741243	0.471303596870622	0	-1.28892631141267	-0.957013585076256
Daam1	-3.17058783349327	-1.07114453834232	0.556995159938008	0	-1.2885804236651	-0.956808426024391
Gnaq	-3.0420504888922	-0.814069849140163	0.42845781533693	0	-1.28820137102754	-0.956757627834421
G3bp2	-2.01375173208356	-0.771224067606471	0.342766252269544	0	-1.28819308938432	-0.956757627834421
r_MTB-int	-0.514149378404313	0.985452975274938	2.4422095474205	0	1.28786058023771	0.95656819736105
Tsc22d1	-2.01375173208356	-0.771224067606471	0.342766252269544	0	-1.28717741898209	-0.95596464136247
5430416N02Rik	-0.556995159938004	1.07114453834232	2.48505532895419	0	1.2857239702258	0.954451329942769
Eif1a	-2.05659751361726	-0.728378286072777	0.342766252269544	0	-1.28484244949376	-0.95361348975228
Tecr	-0.428457815336927	0.814069849140166	1.88521438748249	0	1.28425905495154	0.953252985123327
Ubtd2	-2.69928423662265	-0.856915630673857	0.42845781533693	0	-1.28419289231448	-0.953252985123327
Ensa	-2.09944329515095	-0.814069849140163	0.385612033803236	0	-1.28294824765786	-0.951986288626594
Utrn	-2.31367220281942	-0.814069849140163	0.42845781533693	0	-1.28167915429707	-0.950690658248076
Chchd7	-0.428457815336927	0.814069849140166	2.09944329515095	0	1.2799493275628	0.948850656117556
Mapk6	-2.35651798435311	-0.856915630673857	0.42845781533693	0	-1.27971101464378	-0.948772683705838
Zfp91-Cntf	-2.69928423662265	-0.899761412207549	0.471303596870622	0	-1.27893370350165	-0.948057943248711
Phf21a	-2.3993637658868	-0.856915630673857	0.42845781533693	0	-1.27832696587083	-0.947641225000932
Pdxdc1	-2.3993637658868	-0.856915630673857	0.42845781533693	0	-1.27823637680144	-0.947641225000932
Thoc1	-0.514149378404313	0.942607193741247	2.18513485821834	0	1.27702569718682	0.946414565289455
Nsd1	-0.428457815336927	0.72837828607278	1.7995228244151	0	1.27684073259988	0.946399592385785
Azin1	-2.52790111048788	-0.985452975274935	0.471303596870622	0	-1.27662871806316	-0.946352626627297
Ubxn1	-2.05659751361726	-0.771224067606471	0.385612033803236	0	-1.27571189425192	-0.945564162213106
Msl1	-3.34197095962804	-1.02829875680863	0.556995159938008	0	-1.2756167183366	-0.945564162213106
Zfr	-2.09944329515095	-0.771224067606471	0.385612033803236	0	-1.27528681210723	-0.945377903906455
Cdc42se2	-2.61359267355527	-0.942607193741243	0.471303596870622	0	-1.27492389870802	-0.945281009476169
Nup155	-0.599840941471699	1.07114453834232	2.3993637658868	0	1.27486045178997	0.945281009476169
Nsa2	-0.428457815336927	0.72837828607278	1.71383126134772	0	1.27424872537248	0.944761900936548
Pi4ka	-3.34197095962804	-0.942607193741243	0.514149378404316	0	-1.27240654039003	-0.942789693144136
Osbpl11	-3.29912517809435	-0.985452975274935	0.556995159938008	0	-1.27114384965996	-0.94157123209727
Pdia5	-2.57074689202157	-0.942607193741243	0.471303596870622	0	-1.2710304269943	-0.94157123209727
Ppme1	-2.09944329515095	-0.814069849140163	0.385612033803236	0	-1.27062810696469	-0.941299474035448
Txndc9	-2.31367220281942	-0.856915630673857	0.42845781533693	0	-1.26952955874228	-0.94035222864091
Ralgapb	-2.74213001815634	-0.942607193741243	0.471303596870622	0	-1.26948161873597	-0.94035222864091
Gramd1a	-2.82782158122373	-0.814069849140163	0.42845781533693	0	-1.26919313348114	-0.940214886559351
Ttbk2	-2.74213001815634	-0.899761412207549	0.471303596870622	0	-1.26725390279357	-0.938193601211166
Nap1l4	-2.01375173208356	-0.771224067606471	0.385612033803236	0	-1.26713715548089	-0.938193601211166
Prkra	-2.9992047073585	-0.985452975274935	0.514149378404316	0	-1.2663445945593	-0.937460988480041
Armc10	-0.514149378404313	0.899761412207552	2.14228907668465	0	1.26582928463002	0.937055821084005
Dnajc18	-3.0420504888922	-0.985452975274935	0.514149378404316	0	-1.26543648692826	-0.93679533578547
Pcna	-0.514149378404313	0.856915630673861	2.18513485821834	0	1.26454478296062	0.936083095847362
Pdcd6	-2.09944329515095	-0.771224067606471	0.385612033803236	0	-1.26446858467811	-0.936083095847362
Eif4b	-0.385612033803232	0.685532504539089	1.67098547981402	0	1.26431676728685	0.936083095847362
9130011J15Rik	-2.18513485821834	-0.814069849140163	0.42845781533693	0	-1.26395809055726	-0.935862851585831
Acat1	-2.65643845508896	-0.942607193741243	0.471303596870622	0	-1.26363821145781	-0.935705779389613
Ppp1r12a	-2.44220954742049	-0.899761412207549	0.471303596870622	0	-1.26339755911029	-0.935705779389613
Gpbp1	-2.65643845508896	-0.856915630673857	0.471303596870622	0	-1.26330879037795	-0.935705779389613
Tob1	-2.22798063975203	-0.771224067606471	0.385612033803236	0	-1.26309840335706	-0.935660486994811
Myo9a	-2.52790111048788	-0.856915630673857	0.42845781533693	0	-1.26229242993213	-0.935070018067109
Ptp4a3	-2.78497579969004	-0.856915630673857	0.471303596870622	0	-1.26223964390366	-0.935070018067109
Ubl3	-0.514149378404313	0.856915630673861	2.01375173208357	0	1.26208222281767	0.935070018067109
Pigyl	-0.514149378404313	0.856915630673861	2.05659751361726	0	1.26067808179104	0.933615767093383
Itch	-2.57074689202157	-0.899761412207549	0.471303596870622	0	-1.25982242955495	-0.932808848801156
Dact3	-2.65643845508896	-0.985452975274935	0.514149378404316	0	-1.25907450624405	-0.932129088644345
Rnf114	-0.642686723005391	1.07114453834232	2.4422095474205	0	1.25827826881296	0.931942470704847
Maml2	-3.85612033803236	-1.02829875680863	0.556995159938008	0	-1.25822675450713	-0.931942470704847
Ftsj3	-0.771224067606471	1.41391079061187	2.78497579969004	0	1.25821130021676	0.931942470704847
Rbm22	-2.44220954742049	-0.899761412207549	0.471303596870622	0	-1.25817381696776	-0.931942470704847
Sugt1	-0.471303596870618	0.814069849140166	2.01375173208357	0	1.25805669726902	0.931942470704847
Trmt112	-0.556995159938004	0.985452975274938	2.22798063975203	0	1.25705169205112	0.930959438941283
Cops2	-2.31367220281942	-0.856915630673857	0.42845781533693	0	-1.25677642874642	-0.930837439176064
Acadsb	-2.91351314429112	-0.985452975274935	0.514149378404316	0	-1.25654832786814	-0.930771054923645
Cnot4	-2.18513485821834	-0.771224067606471	0.385612033803236	0	-1.25605632473352	-0.930393308118717
Plekha3	-2.61359267355527	-0.899761412207549	0.514149378404316	0	-1.25563744929389	-0.9301018287643
Gemin6	-0.556995159938004	0.985452975274938	2.35651798435311	0	1.25525172204873	0.929849444875235
Topbp1	-0.642686723005391	1.11399031987602	2.3993637658868	0	1.25438136546311	0.929025372112095
Riok3	-2.14228907668465	-0.771224067606471	0.42845781533693	0	-1.25386535169471	-0.928619305658188
Mcam	-2.27082642128572	-0.771224067606471	0.42845781533693	0	-1.25293939553944	-0.927729656635653
Nav2	-3.08489627042589	-0.899761412207549	0.514149378404316	0	-1.25225529103445	-0.927153956340359
Psmb6	-0.471303596870618	0.771224067606475	1.88521438748249	0	1.25210777727991	0.927153956340359
Prkar2a	-2.3993637658868	-0.814069849140163	0.42845781533693	0	-1.25174792129721	-0.926932092761325
Ergic2	-2.31367220281942	-0.771224067606471	0.42845781533693	0	-1.25063464144315	-0.925821536838113
Abhd14a	-0.514149378404313	0.899761412207552	2.09944329515095	0	1.2491147804001	0.924419836895265
Sfn	-2.9992047073585	-1.07114453834232	0.556995159938008	0	-1.24910275247507	-0.924419836895265
Eif4g2	-1.75667704288141	-0.685532504539085	0.385612033803236	0	-1.24507949199652	-0.919875563740997
Dhcr24	-2.48505532895419	-0.899761412207549	0.471303596870622	0	-1.24480683081122	-0.919756860944034
r_L1MEc	-0.514149378404313	0.899761412207552	2.14228907668465	0	1.24429493032092	0.919355803729102
Mrpl36	-0.514149378404313	0.856915630673861	2.01375173208357	0	1.24378654439941	0.918958895080077
Mlxip	-3.08489627042589	-0.985452975274935	0.556995159938008	0	-1.24307190438943	-0.918318590279293
Sav1	-2.69928423662265	-0.942607193741243	0.514149378404316	0	-1.24238935447025	-0.917716162098909
r_RLTR46	-3.0420504888922	-0.728378286072777	0.42845781533693	0	-1.24169749508744	-0.917255566566162
Reep3	-2.91351314429112	-0.942607193741243	0.514149378404316	0	-1.24165494529261	-0.917255566566162
2410002F23Rik	-2.22798063975203	-0.814069849140163	0.42845781533693	0	-1.24079268997618	-0.916620724168347
Gsr	-0.514149378404313	0.899761412207552	2.18513485821834	0	1.24077289548516	0.916620724168347
Snw1	-0.599840941471699	0.942607193741247	2.09944329515095	0	1.24027667107758	0.916247823046997
Hspb11	-2.52790111048788	-0.856915630673857	0.471303596870622	0	-1.24011288800966	-0.916247823046997
Elovl6	-0.514149378404313	0.814069849140166	2.05659751361726	0	1.23986185809125	0.916154510201263
Bod1	-2.61359267355527	-0.856915630673857	0.471303596870622	0	-1.23947582044256	-0.915901913592881
C77080	-0.728378286072777	1.88521438748249	3.42766252269544	0	1.23915761989462	0.915729323932675
Pds5a	-2.74213001815634	-0.942607193741243	0.514149378404316	0	-1.23889753521047	-0.915625261208532
Sec23b	-2.91351314429112	-0.942607193741243	0.514149378404316	0	-1.23746966373191	-0.914143780732251
Usp24	-2.48505532895419	-0.814069849140163	0.471303596870622	0	-1.23707079961914	-0.913876063291038
